"Course Code","Course Name","Course Description","Delivery Method","Category","Learner Group","Days","Hours","Minutes","Available Classes","Course ID","Course Last Modified","Course Owner Org","Link to ELM Search","Short Name"
"ITEM-1676","Addressing Discrimination, Bullying and Harassment in the Workplace","This 30-min online training focuses on workplace policies and regulations, as set in the Standards of Conduct, Collective Agreement and WorkSafe BC, and how these apply to employees and supervisors.","eLearning","Health and Well-Being","All Government of British Columbia Learners","0","0","30","1","18933","12/14/2023  2:38:57PM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1676-""","HWB"
"ITEM-1676","Addressing Discrimination, Bullying and Harassment in the Workplace","This 30-min online training focuses on workplace policies and regulations, as set in the Standards of Conduct, Collective Agreement and WorkSafe BC, and how these apply to employees and supervisors.","eLearning","Human Resources Management","All Government of British Columbia Learners","0","0","30","1","18933","12/14/2023  2:38:57PM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1676-""","Topic"
"ITEM-1676","Addressing Discrimination, Bullying and Harassment in the Workplace","This 30-min online training focuses on workplace policies and regulations, as set in the Standards of Conduct, Collective Agreement and WorkSafe BC, and how these apply to employees and supervisors.","eLearning","Labour Relations","All Government of British Columbia Learners","0","0","30","1","18933","12/14/2023  2:38:57PM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1676-""","Topic"
"ITEM-1676","Addressing Discrimination, Bullying and Harassment in the Workplace","This 30-min online training focuses on workplace policies and regulations, as set in the Standards of Conduct, Collective Agreement and WorkSafe BC, and how these apply to employees and supervisors.","eLearning","Occupational Health and Safety","All Government of British Columbia Learners","0","0","30","1","18933","12/14/2023  2:38:57PM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1676-""","OHS"
"ITEM-1676","Addressing Discrimination, Bullying and Harassment in the Workplace","This 30-min online training focuses on workplace policies and regulations, as set in the Standards of Conduct, Collective Agreement and WorkSafe BC, and how these apply to employees and supervisors.","eLearning","Policy and Regulation","All Government of British Columbia Learners","0","0","30","1","18933","12/14/2023  2:38:57PM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1676-""","Topic"
"ITEM-1676","Addressing Discrimination, Bullying and Harassment in the Workplace","This 30-min online training focuses on workplace policies and regulations, as set in the Standards of Conduct, Collective Agreement and WorkSafe BC, and how these apply to employees and supervisors.","eLearning","Respectful Workplaces","All Government of British Columbia Learners","0","0","30","1","18933","12/14/2023  2:38:57PM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1676-""","Respect"
"ITEM-1676","Addressing Discrimination, Bullying and Harassment in the Workplace","This 30-min online training focuses on workplace policies and regulations, as set in the Standards of Conduct, Collective Agreement and WorkSafe BC, and how these apply to employees and supervisors.","eLearning","Senior Leaders","All Government of British Columbia Learners","0","0","30","1","18933","12/14/2023  2:38:57PM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1676-""","Audience"
"ITEM-2301","Allyship for Executives - Restricted to Corporate Executive","This course is restricted to members of Corporate Executive.  This is the fourth module in the series of five modules led by Alden Habacon. Each module is a stand-alone offering and participation in all five modules is recommended but not required.","Webinar","Complementary","All Government of British Columbia Learners","0","2","0","1","19541","12/16/2023  2:28:40PM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2301-""","Group"
"ITEM-2301","Allyship for Executives - Restricted to Corporate Executive","This course is restricted to members of Corporate Executive.  This is the fourth module in the series of five modules led by Alden Habacon. Each module is a stand-alone offering and participation in all five modules is recommended but not required.","Webinar","Equity, Diversity and Inclusion","All Government of British Columbia Learners","0","2","0","1","19541","12/16/2023  2:28:40PM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2301-""","Topic"
"ITEM-2301","Allyship for Executives - Restricted to Corporate Executive","This course is restricted to members of Corporate Executive.  This is the fourth module in the series of five modules led by Alden Habacon. Each module is a stand-alone offering and participation in all five modules is recommended but not required.","Webinar","Executive","All Government of British Columbia Learners","0","2","0","1","19541","12/16/2023  2:28:40PM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2301-""","Audience"
"ITEM-956","Annual Review of the Standards of Conduct and Oath of Employment","This 30 to 60 minute eLearning module supports an annual review of the Standards of Conduct and Oath of Employment and tests for comprehension.","eLearning","Being a Public Service Employee","All Government of British Columbia Learners","0","1","0","1","18239","11/10/2023  6:02:17PM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-956-""","Topic"
"ITEM-956","Annual Review of the Standards of Conduct and Oath of Employment","This 30 to 60 minute eLearning module supports an annual review of the Standards of Conduct and Oath of Employment and tests for comprehension.","eLearning","Culture Building","All Government of British Columbia Learners","0","1","0","1","18239","11/10/2023  6:02:17PM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-956-""","Culture"
"ITEM-956","Annual Review of the Standards of Conduct and Oath of Employment","This 30 to 60 minute eLearning module supports an annual review of the Standards of Conduct and Oath of Employment and tests for comprehension.","eLearning","Equity, Diversity and Inclusion","All Government of British Columbia Learners","0","1","0","1","18239","11/10/2023  6:02:17PM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-956-""","Topic"
"ITEM-956","Annual Review of the Standards of Conduct and Oath of Employment","This 30 to 60 minute eLearning module supports an annual review of the Standards of Conduct and Oath of Employment and tests for comprehension.","eLearning","Essentials","All Government of British Columbia Learners","0","1","0","1","18239","11/10/2023  6:02:17PM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-956-""","Essentials"
"ITEM-956","Annual Review of the Standards of Conduct and Oath of Employment","This 30 to 60 minute eLearning module supports an annual review of the Standards of Conduct and Oath of Employment and tests for comprehension.","eLearning","Ethics and Integrity","All Government of British Columbia Learners","0","1","0","1","18239","11/10/2023  6:02:17PM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-956-""","Topic"
"ITEM-956","Annual Review of the Standards of Conduct and Oath of Employment","This 30 to 60 minute eLearning module supports an annual review of the Standards of Conduct and Oath of Employment and tests for comprehension.","eLearning","Respectful Workplaces","All Government of British Columbia Learners","0","1","0","1","18239","11/10/2023  6:02:17PM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-956-""","Respect"
"ITEM-997","Bargaining Unit Benefits Program Overview","In this 1 hour webinar, bargaining unit employees will learn about the benefits available to them under the Bargaining Unit Benefits Program so they can make well-informed decisions about their benefits coverage when they first enrol or as life changes.","Webinar","All Employees","All Government of British Columbia Learners","0","1","0","7","18280","12/18/2023  6:03:05AM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-997-""","Audience"
"ITEM-997","Bargaining Unit Benefits Program Overview","In this 1 hour webinar, bargaining unit employees will learn about the benefits available to them under the Bargaining Unit Benefits Program so they can make well-informed decisions about their benefits coverage when they first enrol or as life changes.","Webinar","Core","All Government of British Columbia Learners","0","1","0","7","18280","12/18/2023  6:03:05AM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-997-""","Group"
"ITEM-997","Bargaining Unit Benefits Program Overview","In this 1 hour webinar, bargaining unit employees will learn about the benefits available to them under the Bargaining Unit Benefits Program so they can make well-informed decisions about their benefits coverage when they first enrol or as life changes.","Webinar","Human Resources Management","All Government of British Columbia Learners","0","1","0","7","18280","12/18/2023  6:03:05AM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-997-""","Topic"
"ITEM-1836","Behavioural Insights (BI) Basics - An Overview of Behavioural Insights","Behavioural insights (BI) is about improving government programs and services by drawing on what we know from research on decision-making. Attendance of the full session is required to receive credit. This is a prerequisite for BI Beyond Basics.","Webinar","All Employees","All Government of British Columbia Learners","0","1","0","2","19081","12/18/2023  6:03:41AM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1836-""","Audience"
"ITEM-1836","Behavioural Insights (BI) Basics - An Overview of Behavioural Insights","Behavioural insights (BI) is about improving government programs and services by drawing on what we know from research on decision-making. Attendance of the full session is required to receive credit. This is a prerequisite for BI Beyond Basics.","Webinar","Being a Public Service Employee","All Government of British Columbia Learners","0","1","0","2","19081","12/18/2023  6:03:41AM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1836-""","Topic"
"ITEM-1836","Behavioural Insights (BI) Basics - An Overview of Behavioural Insights","Behavioural insights (BI) is about improving government programs and services by drawing on what we know from research on decision-making. Attendance of the full session is required to receive credit. This is a prerequisite for BI Beyond Basics.","Webinar","Core","All Government of British Columbia Learners","0","1","0","2","19081","12/18/2023  6:03:41AM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1836-""","Group"
"ITEM-2331","Building Bridges Through Understanding a Village ***Restricted to SDD***","**Open to all SDD Staff (Priority to CI Specialists)** 

Participants explore their personal role in supporting the revival of the values that words that worked so beautifully in indigenous villages for thousands of years.","Webinar","Indigenous Learning","All Government of British Columbia Learners","0","3","30","10","19570","11/03/2023  1:31:16PM","Social Development","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2331-""","Topic"
"ITEM-5","Building Capacity in Indigenous Relations: We are all here to stay","The BC Public Service is dedicated to making positive & committed actions towards a Reconciliation journey with Indigenous Peoples in BC. The BCIR eCourse is an important first step strengthening our capacity & ability to move forward on our shared path.","eLearning","All Employees","All Government of British Columbia Learners","0","2","0","1","1006","12/16/2023  5:19:53PM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-5-""","Audience"
"ITEM-5","Building Capacity in Indigenous Relations: We are all here to stay","The BC Public Service is dedicated to making positive & committed actions towards a Reconciliation journey with Indigenous Peoples in BC. The BCIR eCourse is an important first step strengthening our capacity & ability to move forward on our shared path.","eLearning","Core","All Government of British Columbia Learners","0","2","0","1","1006","12/16/2023  5:19:53PM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-5-""","Group"
"ITEM-5","Building Capacity in Indigenous Relations: We are all here to stay","The BC Public Service is dedicated to making positive & committed actions towards a Reconciliation journey with Indigenous Peoples in BC. The BCIR eCourse is an important first step strengthening our capacity & ability to move forward on our shared path.","eLearning","Indigenous Learning","All Government of British Columbia Learners","0","2","0","1","1006","12/16/2023  5:19:53PM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-5-""","Topic"
"ITEM-2014","Building a Respectful and Inclusive Workplace (BRIW) 101: Self-Awareness","Explore tools and strategies to increase self-awareness and the important role it plays in promoting a respectful and inclusive workplace culture. 1 hour of learning to be completed on your own before the 3-hour instructor led, virtual session.","Webinar","All Employees","All Government of British Columbia Learners","0","3","0","6","19258","12/17/2023  6:44:41PM","Learning Centre","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2014-""","Audience"
"ITEM-2014","Building a Respectful and Inclusive Workplace (BRIW) 101: Self-Awareness","Explore tools and strategies to increase self-awareness and the important role it plays in promoting a respectful and inclusive workplace culture. 1 hour of learning to be completed on your own before the 3-hour instructor led, virtual session.","Webinar","Being a Public Service Employee","All Government of British Columbia Learners","0","3","0","6","19258","12/17/2023  6:44:41PM","Learning Centre","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2014-""","Topic"
"ITEM-2014","Building a Respectful and Inclusive Workplace (BRIW) 101: Self-Awareness","Explore tools and strategies to increase self-awareness and the important role it plays in promoting a respectful and inclusive workplace culture. 1 hour of learning to be completed on your own before the 3-hour instructor led, virtual session.","Webinar","Core","All Government of British Columbia Learners","0","3","0","6","19258","12/17/2023  6:44:41PM","Learning Centre","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2014-""","Group"
"ITEM-2014","Building a Respectful and Inclusive Workplace (BRIW) 101: Self-Awareness","Explore tools and strategies to increase self-awareness and the important role it plays in promoting a respectful and inclusive workplace culture. 1 hour of learning to be completed on your own before the 3-hour instructor led, virtual session.","Webinar","Culture Building","All Government of British Columbia Learners","0","3","0","6","19258","12/17/2023  6:44:41PM","Learning Centre","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2014-""","Culture"
"ITEM-2014","Building a Respectful and Inclusive Workplace (BRIW) 101: Self-Awareness","Explore tools and strategies to increase self-awareness and the important role it plays in promoting a respectful and inclusive workplace culture. 1 hour of learning to be completed on your own before the 3-hour instructor led, virtual session.","Webinar","Equity, Diversity and Inclusion","All Government of British Columbia Learners","0","3","0","6","19258","12/17/2023  6:44:41PM","Learning Centre","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2014-""","Topic"
"ITEM-2014","Building a Respectful and Inclusive Workplace (BRIW) 101: Self-Awareness","Explore tools and strategies to increase self-awareness and the important role it plays in promoting a respectful and inclusive workplace culture. 1 hour of learning to be completed on your own before the 3-hour instructor led, virtual session.","Webinar","Health, Safety and Well-Being","All Government of British Columbia Learners","0","3","0","6","19258","12/17/2023  6:44:41PM","Learning Centre","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2014-""","Topic"
"ITEM-2014","Building a Respectful and Inclusive Workplace (BRIW) 101: Self-Awareness","Explore tools and strategies to increase self-awareness and the important role it plays in promoting a respectful and inclusive workplace culture. 1 hour of learning to be completed on your own before the 3-hour instructor led, virtual session.","Webinar","Respectful Workplaces","All Government of British Columbia Learners","0","3","0","6","19258","12/17/2023  6:44:41PM","Learning Centre","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2014-""","Respect"
"ITEM-2015","Building a Respectful and Inclusive Workplace (BRIW) 102: Promoting Trust","Explore behaviours, attitudes, policies, guidelines, and tools that maintain and enhance trust in the workplace. 1 hour of learning to be completed on your own before the 3-hour instructor led, virtual session.","Webinar","All Employees","All Government of British Columbia Learners","0","3","0","8","19259","12/17/2023  6:45:26PM","Learning Centre","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2015-""","Audience"
"ITEM-2015","Building a Respectful and Inclusive Workplace (BRIW) 102: Promoting Trust","Explore behaviours, attitudes, policies, guidelines, and tools that maintain and enhance trust in the workplace. 1 hour of learning to be completed on your own before the 3-hour instructor led, virtual session.","Webinar","Being a Public Service Employee","All Government of British Columbia Learners","0","3","0","8","19259","12/17/2023  6:45:26PM","Learning Centre","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2015-""","Topic"
"ITEM-2015","Building a Respectful and Inclusive Workplace (BRIW) 102: Promoting Trust","Explore behaviours, attitudes, policies, guidelines, and tools that maintain and enhance trust in the workplace. 1 hour of learning to be completed on your own before the 3-hour instructor led, virtual session.","Webinar","Core","All Government of British Columbia Learners","0","3","0","8","19259","12/17/2023  6:45:26PM","Learning Centre","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2015-""","Group"
"ITEM-2015","Building a Respectful and Inclusive Workplace (BRIW) 102: Promoting Trust","Explore behaviours, attitudes, policies, guidelines, and tools that maintain and enhance trust in the workplace. 1 hour of learning to be completed on your own before the 3-hour instructor led, virtual session.","Webinar","Culture Building","All Government of British Columbia Learners","0","3","0","8","19259","12/17/2023  6:45:26PM","Learning Centre","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2015-""","Culture"
"ITEM-2015","Building a Respectful and Inclusive Workplace (BRIW) 102: Promoting Trust","Explore behaviours, attitudes, policies, guidelines, and tools that maintain and enhance trust in the workplace. 1 hour of learning to be completed on your own before the 3-hour instructor led, virtual session.","Webinar","Equity, Diversity and Inclusion","All Government of British Columbia Learners","0","3","0","8","19259","12/17/2023  6:45:26PM","Learning Centre","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2015-""","Topic"
