"Course Code","Course Name","Course Description","Delivery Method","Category","Learner Group","Days","Hours","Minutes","Available Classes","Course ID","Course Last Modified","Course Owner Org","Link to ELM Search","Short Name"
"ITEM-2602","Anti-Racism in the BC Public Service","Pathway Goal: Learners have a better understanding of what it means to be ""anti-racist"" and what role they have within the BC Public Service in improving their capacities to respond to discrimination and racism at work.","Curated Pathway","Complementary","All Government of British Columbia Learners","0","0","90","1","19839","2025/04/28  9:53:50AM","Learning Centre","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2602-""","Group"
"ITEM-2602","Anti-Racism in the BC Public Service","Pathway Goal: Learners have a better understanding of what it means to be ""anti-racist"" and what role they have within the BC Public Service in improving their capacities to respond to discrimination and racism at work.","Curated Pathway","Equity, Diversity and Inclusion","All Government of British Columbia Learners","0","0","90","1","19839","2025/04/28  9:53:50AM","Learning Centre","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2602-""","Topic"
"ITEM-2427","Attending an Appeal Hearing as a Ministry Representative","**Restricted to SDD and RIPD** This course provides supervisors, assistant supervisors, EAWs, QCS and health adjudicators with the information and tools required to confidently attend an appeal hearing as a ministry representative.","eLearning","Being a Public Service Employee","All Government of British Columbia Learners","0","0","0","1","19665","2024/05/09  7:50:58AM","Social Development","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2427-""","Topic"
"ITEM-2427","Attending an Appeal Hearing as a Ministry Representative","**Restricted to SDD and RIPD** This course provides supervisors, assistant supervisors, EAWs, QCS and health adjudicators with the information and tools required to confidently attend an appeal hearing as a ministry representative.","eLearning","Policy and Regulation","All Government of British Columbia Learners","0","0","0","1","19665","2024/05/09  7:50:58AM","Social Development","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2427-""","Topic"
"ITEM-2625","B.C. Provincial Government Essentials","This 90-min self-paced eLearning provides essential information for all employees to better understand Crown government structures, the public service and how we deliver the provincial government's priorities. It's a great resource to revisit!","eLearning","All Employees","All Government of British Columbia Learners","0","1","30","1","19862","2025/04/29  9:16:57AM","Learning Centre","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2625-""","Audience"
"ITEM-2625","B.C. Provincial Government Essentials","This 90-min self-paced eLearning provides essential information for all employees to better understand Crown government structures, the public service and how we deliver the provincial government's priorities. It's a great resource to revisit!","eLearning","Being a Public Service Employee","All Government of British Columbia Learners","0","1","30","1","19862","2025/04/29  9:16:57AM","Learning Centre","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2625-""","Topic"
"ITEM-2625","B.C. Provincial Government Essentials","This 90-min self-paced eLearning provides essential information for all employees to better understand Crown government structures, the public service and how we deliver the provincial government's priorities. It's a great resource to revisit!","eLearning","Core","All Government of British Columbia Learners","0","1","30","1","19862","2025/04/29  9:16:57AM","Learning Centre","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2625-""","Group"
"ITEM-997","Bargaining Unit Benefits Program Overview","In this 1 hour webinar, bargaining unit employees will learn about the benefits available to them under the Bargaining Unit Benefits Program so they can make well-informed decisions about their benefits coverage when they first enrol or as life changes.","Webinar","All Employees","All Government of British Columbia Learners","0","1","0","3","18280","2023/12/18  6:03:05AM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-997-""","Audience"
"ITEM-997","Bargaining Unit Benefits Program Overview","In this 1 hour webinar, bargaining unit employees will learn about the benefits available to them under the Bargaining Unit Benefits Program so they can make well-informed decisions about their benefits coverage when they first enrol or as life changes.","Webinar","Core","All Government of British Columbia Learners","0","1","0","3","18280","2023/12/18  6:03:05AM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-997-""","Group"
"ITEM-997","Bargaining Unit Benefits Program Overview","In this 1 hour webinar, bargaining unit employees will learn about the benefits available to them under the Bargaining Unit Benefits Program so they can make well-informed decisions about their benefits coverage when they first enrol or as life changes.","Webinar","Human Resources Management","All Government of British Columbia Learners","0","1","0","3","18280","2023/12/18  6:03:05AM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-997-""","Topic"
"ITEM-819","British Columbia Information Privacy Certificate (BCIP)","Enroll in this course once you have completed the courses that make up the BCIP certificate program. This will allow you to download your certificate.","Scheduled Learning Activities","All Employees","All Government of British Columbia Learners","0","0","0","1","18102","2024/11/15 12:25:16PM","Citizens Serv/MTICS","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-819-""","Audience"
"ITEM-819","British Columbia Information Privacy Certificate (BCIP)","Enroll in this course once you have completed the courses that make up the BCIP certificate program. This will allow you to download your certificate.","Scheduled Learning Activities","All Employees","All Government of British Columbia Learners","0","12","0","1","18102","2024/11/15 12:25:16PM","Citizens Serv/MTICS","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-819-""","Audience"
"ITEM-819","British Columbia Information Privacy Certificate (BCIP)","Enroll in this course once you have completed the courses that make up the BCIP certificate program. This will allow you to download your certificate.","Scheduled Learning Activities","Complementary","All Government of British Columbia Learners","0","0","0","1","18102","2024/11/15 12:25:16PM","Citizens Serv/MTICS","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-819-""","Group"
"ITEM-819","British Columbia Information Privacy Certificate (BCIP)","Enroll in this course once you have completed the courses that make up the BCIP certificate program. This will allow you to download your certificate.","Scheduled Learning Activities","Complementary","All Government of British Columbia Learners","0","12","0","1","18102","2024/11/15 12:25:16PM","Citizens Serv/MTICS","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-819-""","Group"
"ITEM-819","British Columbia Information Privacy Certificate (BCIP)","Enroll in this course once you have completed the courses that make up the BCIP certificate program. This will allow you to download your certificate.","Scheduled Learning Activities","Information Management","All Government of British Columbia Learners","0","0","0","1","18102","2024/11/15 12:25:16PM","Citizens Serv/MTICS","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-819-""","Topic"
"ITEM-819","British Columbia Information Privacy Certificate (BCIP)","Enroll in this course once you have completed the courses that make up the BCIP certificate program. This will allow you to download your certificate.","Scheduled Learning Activities","Information Management","All Government of British Columbia Learners","0","12","0","1","18102","2024/11/15 12:25:16PM","Citizens Serv/MTICS","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-819-""","Topic"
"ITEM-5","Building Capacity in Indigenous Relations: We are all here to stay","The BC Public Service is dedicated to making positive & committed actions towards a Reconciliation journey with Indigenous Peoples in BC. The BCIR eCourse is an important first step strengthening our capacity & ability to move forward on our shared path.","eLearning","All Employees","All Government of British Columbia Learners","0","2","0","1","1006","2023/12/16  5:19:53PM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-5-""","Audience"
"ITEM-5","Building Capacity in Indigenous Relations: We are all here to stay","The BC Public Service is dedicated to making positive & committed actions towards a Reconciliation journey with Indigenous Peoples in BC. The BCIR eCourse is an important first step strengthening our capacity & ability to move forward on our shared path.","eLearning","Core","All Government of British Columbia Learners","0","2","0","1","1006","2023/12/16  5:19:53PM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-5-""","Group"
"ITEM-5","Building Capacity in Indigenous Relations: We are all here to stay","The BC Public Service is dedicated to making positive & committed actions towards a Reconciliation journey with Indigenous Peoples in BC. The BCIR eCourse is an important first step strengthening our capacity & ability to move forward on our shared path.","eLearning","Indigenous Learning","All Government of British Columbia Learners","0","2","0","1","1006","2023/12/16  5:19:53PM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-5-""","Topic"
"ITEM-2014","Building a Respectful and Inclusive Workplace (BRIW) 101: Self-Awareness","Explore tools and strategies to increase self-awareness and the important role it plays in promoting a respectful and inclusive workplace culture. 1 hour of learning to be completed on your own before the 3-hour instructor led, virtual session.","Webinar","All Employees","All Government of British Columbia Learners","0","3","0","6","19258","2024/09/17  2:45:02PM","Learning Centre","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2014-""","Audience"
"ITEM-2014","Building a Respectful and Inclusive Workplace (BRIW) 101: Self-Awareness","Explore tools and strategies to increase self-awareness and the important role it plays in promoting a respectful and inclusive workplace culture. 1 hour of learning to be completed on your own before the 3-hour instructor led, virtual session.","Webinar","Core","All Government of British Columbia Learners","0","3","0","6","19258","2024/09/17  2:45:02PM","Learning Centre","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2014-""","Group"
"ITEM-2014","Building a Respectful and Inclusive Workplace (BRIW) 101: Self-Awareness","Explore tools and strategies to increase self-awareness and the important role it plays in promoting a respectful and inclusive workplace culture. 1 hour of learning to be completed on your own before the 3-hour instructor led, virtual session.","Webinar","Respectful Workplaces","All Government of British Columbia Learners","0","3","0","6","19258","2024/09/17  2:45:02PM","Learning Centre","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2014-""","Topic"
"ITEM-2015","Building a Respectful and Inclusive Workplace (BRIW) 102: Promoting Trust","Explore behaviours, attitudes, policies, guidelines, and tools that maintain and enhance trust in the workplace. 1 hour of learning to be completed on your own before the 3-hour instructor led, virtual session.","Webinar","All Employees","All Government of British Columbia Learners","0","3","0","3","19259","2024/09/17  1:43:06PM","Learning Centre","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2015-""","Audience"
"ITEM-2015","Building a Respectful and Inclusive Workplace (BRIW) 102: Promoting Trust","Explore behaviours, attitudes, policies, guidelines, and tools that maintain and enhance trust in the workplace. 1 hour of learning to be completed on your own before the 3-hour instructor led, virtual session.","Webinar","Core","All Government of British Columbia Learners","0","3","0","3","19259","2024/09/17  1:43:06PM","Learning Centre","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2015-""","Group"
"ITEM-2015","Building a Respectful and Inclusive Workplace (BRIW) 102: Promoting Trust","Explore behaviours, attitudes, policies, guidelines, and tools that maintain and enhance trust in the workplace. 1 hour of learning to be completed on your own before the 3-hour instructor led, virtual session.","Webinar","Respectful Workplaces","All Government of British Columbia Learners","0","3","0","3","19259","2024/09/17  1:43:06PM","Learning Centre","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2015-""","Topic"
"ITEM-2016","Building a Respectful and Inclusive Workplace (BRIW) 103: Inclusive Communication","Explore the role inclusive communication practices play in building respectful and inclusive workplaces. 1 hour of learning to be completed on your own before the 3-hour instructor led, virtual session.","Webinar","All Employees","All Government of British Columbia Learners","0","3","0","3","19260","2024/09/17  1:39:08PM","Learning Centre","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2016-""","Audience"
"ITEM-2016","Building a Respectful and Inclusive Workplace (BRIW) 103: Inclusive Communication","Explore the role inclusive communication practices play in building respectful and inclusive workplaces. 1 hour of learning to be completed on your own before the 3-hour instructor led, virtual session.","Webinar","Core","All Government of British Columbia Learners","0","3","0","3","19260","2024/09/17  1:39:08PM","Learning Centre","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2016-""","Group"
"ITEM-2016","Building a Respectful and Inclusive Workplace (BRIW) 103: Inclusive Communication","Explore the role inclusive communication practices play in building respectful and inclusive workplaces. 1 hour of learning to be completed on your own before the 3-hour instructor led, virtual session.","Webinar","Respectful Workplaces","All Government of British Columbia Learners","0","3","0","3","19260","2024/09/17  1:39:08PM","Learning Centre","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2016-""","Topic"
"ITEM-2017","Building a Respectful and Inclusive Workplace (BRIW) 104: Creating our Culture","Explore behaviours and action that promote a respectful and inclusive workplace culture and strategies to become active contributors to the culture we want. 1 hour of learning to be completed on your own before the 3-hour instructor led, virtual session.","Webinar","All Employees","All Government of British Columbia Learners","0","3","0","3","19261","2024/09/17  1:36:57PM","Learning Centre","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2017-""","Audience"
"ITEM-2017","Building a Respectful and Inclusive Workplace (BRIW) 104: Creating our Culture","Explore behaviours and action that promote a respectful and inclusive workplace culture and strategies to become active contributors to the culture we want. 1 hour of learning to be completed on your own before the 3-hour instructor led, virtual session.","Webinar","Core","All Government of British Columbia Learners","0","3","0","3","19261","2024/09/17  1:36:57PM","Learning Centre","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2017-""","Group"
"ITEM-2017","Building a Respectful and Inclusive Workplace (BRIW) 104: Creating our Culture","Explore behaviours and action that promote a respectful and inclusive workplace culture and strategies to become active contributors to the culture we want. 1 hour of learning to be completed on your own before the 3-hour instructor led, virtual session.","Webinar","Respectful Workplaces","All Government of British Columbia Learners","0","3","0","3","19261","2024/09/17  1:36:57PM","Learning Centre","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2017-""","Topic"
"ITEM-2049","Business Case Foundations","This 2-hour eLearning course includes how to use a 5-step process to create a concise fact-based business case to help decision makers. Includes INFOGRAPHIC for instant help.","eLearning","All Employees","All Government of British Columbia Learners","0","2","0","1","19293","2023/12/17  7:06:25PM","Learning Centre","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2049-""","Audience"
"ITEM-2049","Business Case Foundations","This 2-hour eLearning course includes how to use a 5-step process to create a concise fact-based business case to help decision makers. Includes INFOGRAPHIC for instant help.","eLearning","Core","All Government of British Columbia Learners","0","2","0","1","19293","2023/12/17  7:06:25PM","Learning Centre","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2049-""","Group"
"ITEM-2049","Business Case Foundations","This 2-hour eLearning course includes how to use a 5-step process to create a concise fact-based business case to help decision makers. Includes INFOGRAPHIC for instant help.","eLearning","Finance and Accounting","All Government of British Columbia Learners","0","2","0","1","19293","2023/12/17  7:06:25PM","Learning Centre","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2049-""","Topic"
"ITEM-1192","CMS Lite Introductory Training","This training is employees working in CMS Lite. 
You will have 1 week to complete the self-directed training and submit the written assignment portion for grading in order to get a CMS Lite Licence.","Webinar","Core","All Government of British Columbia Learners","0","0","0","2","18475","2024/11/21  4:08:44PM","Citizens Serv/MTICS","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1192-""","Group"
